Timestamp,How long has it been since your last visit to USS?,Are you Singaporean/PR or Foreigner?,Which age group do you belong to?,Did you visit the theme park with other people?,Choose the top 3 amenities / attractions that are most important to you when you visit the theme park.,Does anyone in your group require special needs access (e.g. wheelchair access)?,Do you accompany children (aged 12 and below) and elders (aged 60 and above) to the theme park?,Does anyone in your group require special needs access (e.g. wheelchair access)?,Do you accompany children (aged 12 and below) to the theme park?,Rank the following theme park zones based on the order in which you visited them. [New York],Rank the following theme park zones based on the order in which you visited them. [Hollywood],Rank the following theme park zones based on the order in which you visited them. [Sci-Fi City],Rank the following theme park zones based on the order in which you visited them. [Madagascar],Rank the following theme park zones based on the order in which you visited them. [Far Far Away],Rank the following theme park zones based on the order in which you visited them. [Ancient Egypt],Rank the following theme park zones based on the order in which you visited them. [The Lost World],Roller Coaster,Water-Based Rides,Haunted House and/or Dark Elements,Simulators and/or 3D/4D experiences (e.g. Shrek),Rides with spinning elements (e.g. 360 degree swing),Child-Friendly Rides (e.g. Teacups),Which of the following rides would you like to see in USS?,Which platform did you purchase your tickets from?,Did you receive a discount for your entrance ticket?,Did you purchase an Express Pass?,What day of the week did you visit?,"Arrange the following activities in the order in which you experienced them during your visit.
2024/10/28 4:12:29 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,3rd,2nd,4th,1st,Did not visit,5th,Did not visit,5,5,5,5,5,4,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A J I D C E H B K,No,Yes,5,5,5,5,,,Yes,Lunch,5,5,Less than 10 minutes,Less than 10 minutes,4,Less than $20,5,5,5,Love it!,Yes,"experience at USS far exceeded my expectations. The free dance and singing performances were frequent and added a lively atmosphere to the streets, bringing back memories of my childhood. Tickets purchased through the official website also provided a 5% discount on both food and souvenirs which was a nice bonus."
2024/10/28 4:38:10 pm GMT+8,Less than 5 years,I am a Singaporean/PR,18-25,I am visiting with friend(s),Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,5,4,4,3,5,2,Free-Fall Towers;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A B E H I K C J D,Yes,Yes,3,4,5,5,,,Yes,Dinner,4,4,15 to 20 minutes,10 to 15 minutes,2,$20 - $40,3,4,5,Good,Yes,
2024/10/28 6:18:19 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with my partner,Rides;Restaurants / Food Stops;Shelter,No,None of the above,,,7th,1st,6th,2nd,3rd,5th,4th,1,2,1,3,2,4,Ferris Wheel;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Off-peak Weekday,J B A K D C E H G I D,Yes,Yes,4,5,4,4,,,Yes,Lunch,3,3,10 to 15 minutes,15 to 20 minutes,2,$20 - $40,5,5,5,Love it!,Yes,If I visit Singapore again with my other friends.
2024/10/28 6:23:59 pm GMT+8,Less than 1 year,I am a Singaporean/PR,36-59,I am visiting with family,Restroom / Baby Nursing Room;Seating Zone;Shelter,No,I accompany children aged 12 and below,,,2nd,1st,3rd,7th,6th,4th,5th,2,4,3,4,2,5,Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Weekend,I G E J D C E K B H D,Yes,Yes,5,5,5,4,4,,No,,,,,,,,4,4,4,Good,Yes,Good place for family trip.
2024/10/28 6:35:40 pm GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with friend(s),Rides;Seating Zone;Shelter,No,None of the above,,,2nd,1st,3rd,7th,5th,4th,6th,5,4,2,5,4,2,Ferris Wheel;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Weekend,A I E H D J C E B K D ,Yes,No,4,4,4,3,,,Yes,Dinner,4,3,Less than 10 minutes,Less than 10 minutes,3,Less than $20,5,4,2,Good,Yes,
2024/10/28 6:40:04 pm GMT+8,Less than 1 month,I am a Singaporean/PR,26-35,I am visiting with family,Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,I accompany children aged 12 and below,,,3rd,1st,2nd,6th,5th,Did not visit,4th,5,3,3,5,2,5,Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Weekend,A D E G I K,No,No,4,4,4,4,4,,No,,,,,,,,4,4,4,Love it!,Yes,"Wow. You can't write in words. had a blast in here. Universal Studios had one of the best time. We did/enjoyed Rides like Lights, Camera, Action, transformers, accelerator, spaghetti world, Canopy flyer & Jurassic park rides, Shark 4D, Treasure Hunters. They have locker facility near every rides. One can use them for 60 minutes free. We could not do Revenge of Mummy because of my Kid height issue (Minimum height needed for Kid for any roller coaster is 122 cm). However must do is Lights, Camera, Action, transformers, Canopy flyer, Shark 4D with Kids. Waiting time for each rides is approx 30-40 minutes. It opens on 10 AM and closes on 5 PM evening. Had a blast"
2024/10/28 6:42:36 pm GMT+8,Less than 1 year,I am a foreigner,36-59,I am visiting with family,Restroom / Baby Nursing Room;Seating Zone;Shelter,Yes,I accompany children aged 12 and below;I accompany elders aged 60 and above,,,2nd,1st,3rd,7th,6th,4th,5th,2,2,2,3,2,4,Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,Yes,Off-peak Weekday,J G I D E K H D E C A B E,Yes,Yes,5,5,5,4,4,3,Yes,Lunch;Dinner,5,4,15 to 20 minutes,15 to 20 minutes,4,$20 - $40,5,4,4,Love it!,Yes,
2024/10/28 6:46:25 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with family,Rides;Restroom / Baby Nursing Room;Shelter,No,I accompany children aged 12 and below,,,6th,7th,5th,3rd,1st,4th,2nd,5,4,4,5,2,5,Ferris Wheel;Bumper Cars;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Off-peak Weekday,A J B E C J I D,Yes,Yes,4,3,4,3,,5,Yes,Lunch,4,4,15 to 20 minutes,15 to 20 minutes,2,$20 - $40,5,5,5,Good,Yes,USS has a broad mix of rides and shows—from thrilling rollercoasters to immersive simulators and child-friendly rides. I didn't manage to try everything.
2024/10/28 6:48:14 pm GMT+8,Less than 1 month,I am a Singaporean/PR,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,3rd,1st,5th,7th,6th,2nd,4th,5,5,5,5,5,5,Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,J A C G E B D,Yes,Yes,4,4,4,4,,,Yes,Lunch,4,4,10 to 15 minutes,10 to 15 minutes,5,$20 - $40,4,4,4,Good,Yes,"Universal Studios Singapore is hugely better than the Disney franchises that I have been to. Yes you are bombarded with every movie character, but at least there is choice and variety and not just a mouse with black ears!

This theme park is incredibly clean and well run. I visited outside of the school holidays which definitely made the trip that much more pleasant and easy to navigate. Getting there via MRT was awesome. Another credit to the the super-efficient Singaporean government. And once you were in the Universal Studios park area, it seemed spacious, clean and lots to look at and do. There are so many rides (for all ages) and I have to say, I had a blast with my wife and seven year old son. One tip: pay for the premium ticket. Lines are long and it is worth every cent to not hang around and spend your time doing things.

I ate at the Hawker's Market which was really inexpensive and actually pretty good. A great family day with so many good memories.

Do it!"
2024/10/28 6:48:34 pm GMT+8,Less than 6 months,I am a foreigner,60 and above,I am visiting with my partner,Rides;Water Cooler;Seating Zone,,,No,No,Did not visit,1st,Did not visit,2nd,3rd,Did not visit,4th,1,1,1,4,2,5,Ferris Wheel;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Off-peak Weekday,J G B C E K G,No,No,5,3,5,5,,,Yes,Lunch,5,5,10 to 15 minutes,10 to 15 minutes,4,$20 - $40,5,5,5,Neutral,No,"Hot and crowded, was only able to ride 4 rides during my 7 hour stay."
2024/10/28 6:49:33 pm GMT+8,Less than 6 months,I am a foreigner,18-25,I am visiting with friend(s),Rides;Restaurants / Food Stops;Shelter,No,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,5,5,4,5,4,1,Free-Fall Towers;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A B I D C E H K D E J G,No,No,4,5,5,4,,,Yes,Lunch,4,5,10 to 15 minutes,10 to 15 minutes,2,Less than $20,5,5,4,Love it!,Yes,
2024/10/28 6:53:02 pm GMT+8,Less than 1 month,I am a Singaporean/PR,18-25,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,2nd,1st,5th,7th,6th,3rd,4th,5,5,5,5,5,5,Ferris Wheel,Official USS Website/Ticketing counter,No,No,Off-peak Weekday,J A I H B,No,No,4,4,4,4,,,Yes,Lunch,4,4,10 to 15 minutes,10 to 15 minutes,4,$20 - $40,4,4,4,Good,Yes,Had a fabulous day exploring Universal Studios and although the main ride wasn't operating there were still plenty to see and do. Loved Transformers and The Mummy rides. Really enjoyed Steven Spielberg show and Waterworld.
2024/10/28 6:55:28 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with family,Rides;Restroom / Baby Nursing Room;Seating Zone,No,I accompany children aged 12 and below,,,3rd,1st,2nd,6th,5th,7th,4th,5,5,3,5,5,5,Ferris Wheel;Bumper Cars;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Weekend,J I K C G B E D,Yes,No,4,3,4,4,,,No,,,,,,,,2,5,5,Good,Yes,"I would visit as the rides are exciting and memorable. 


I would not visit as some attractions, like Revenge of the Mummy, have height restrictions (122 cm for roller coasters)."
2024/10/28 6:56:16 pm GMT+8,Less than 6 months,I am a Singaporean/PR,26-35,I am visiting with my partner,Rides;Seating Zone;Shelter,No,None of the above,,,7th,1st,6th,2nd,3rd,5th,4th,5,5,2,5,4,1,Free-Fall Towers;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Public Holiday,J K H D E B A I D E C G,No,No,3,4,4,3,,,Yes,Lunch,4,3,20 to 25 minutes,20 to 25 minutes,1,Less than $20,4,3,3,Neutral,Yes,
2024/10/28 6:56:39 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restroom / Baby Nursing Room;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,1st,2nd,6th,3rd,4th,Did not visit,5th,5,5,5,5,5,5,Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,A J C G J B E I K H D,Yes,Yes,4,4,5,5,3,,No,,,,,,,,5,5,4,Absolutely Terrible,No,"Had to wait for hours for attractions, bought the express ticket and still had to wait for 30mins to an hour. the staff also did not mention that lots of kids attractions doesn't have express access. Totally not worth it and unable to enjoy at all."
2024/10/28 7:00:27 pm GMT+8,Less than 5 years,I am a foreigner,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,7th,1st,6th,2nd,3rd,5th,4th,3,3,3,3,3,3,Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Weekend,J G A C H I B K ,No,No,1,3,3,3,3,3,Yes,Lunch,4,4,More than 30 minutes,10 to 15 minutes,2,$20 - $40,3,3,4,Not great,No,
2024/10/28 7:05:21 pm GMT+8,Less than 1 month,I am a foreigner,36-59,I am visiting with family,"Rides;Restroom / Baby Nursing Room;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,2nd,5th,4th,1st,3rd,5,5,4,5,5,3,"Free-Fall Towers;Shooting Simulators;Harry Potter, Flight of the Hippogriff™",Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A I B J C E D,No,No,5,4,5,5,,,Yes,Lunch,5,5,15 to 20 minutes,15 to 20 minutes,2,Less than $20,3,5,5,Love it!,Yes,"I want to ride Egypt Ride, Cyclone, Transformers, Jurassic Park Boat Ride, and Human Ride again. These unique experiences, especially the blend of rollercoasters and simulators, are enjoyable enough to make a return visit worthwhile.
"
2024/10/28 7:07:35 pm GMT+8,Less than 5 years,I am a Singaporean/PR,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,5,4,3,3,3,1,Free-Fall Towers;Bumper Cars;Shooting Simulators,"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Off-peak Weekday,A K B H C E ,No,No,3,3,4,4,,,Yes,Lunch,3,3,10 to 15 minutes,10 to 15 minutes,1,$20 - $40,4,4,5,Absolutely Terrible,No,Ride has estimated waiting time of 90min. It rained when i visited so most rides closed
2024/10/28 7:08:26 pm GMT+8,Less than 1 month,I am a Singaporean/PR,18-25,I am visiting with friend(s),"Rides;Shelter;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,5,4,3,5,4,2,Free-Fall Towers;Bumper Cars;Shooting Simulators,Official USS Website/Ticketing counter,No,No,Weekend,A I B D E C J H D E K G,No,No,4,5,4,4,,,Yes,Lunch,4,4,20 to 25 minutes,25 to 30 minutes,1,Less than $20,4,3,2,Neutral,Yes,
2024/10/28 7:10:15 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,Did not visit,Did not visit,1st,4th,5th,2nd,6th,5,5,5,4,3,2,Free-Fall Towers;Shooting Simulators,Official USS Website/Ticketing counter,No,Yes,Off-peak Weekday,J C B A E I H K D,Yes,Yes,5,5,5,5,,,Yes,Lunch,5,5,Less than 10 minutes,Less than 10 minutes,5,$20 - $40,5,5,2,Good,Yes,mnaaged to get on ecery single ride in the span of 6 hours with the express pass(though it was slightly expensive) and pizza was pretty good.
2024/10/28 7:12:33 pm GMT+8,Less than 1 month,I am a foreigner,36-59,I am visiting with family,Restroom / Baby Nursing Room;Seating Zone;Shelter,Yes,I accompany elders aged 60 and above,,,2nd,1st,3rd,7th,6th,4th,5th,1,1,1,1,1,2,Ferris Wheel;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Peak Weekday (School Holiday),J K I D E C J G H D E,Yes,No,4,3,4,3,,4,Yes,Lunch;Dinner,4,3,20 to 25 minutes,25 to 30 minutes,1,$20 - $40,3,3,4,Not great,No,
2024/10/28 7:12:36 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with family,Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,6th,7th,2nd,5th,4th,1st,3rd,5,5,5,5,2,1,"Free-Fall Towers;Shooting Simulators;Harry Potter, Flight of the Hippogriff™",Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A I J B C E D,No,No,2,1,3,2,,,No,,,,,,,,2,4,5,Good,No,"It rained when I was visiting, very little shelter and I never bring umbrella."
2024/10/28 7:13:49 pm GMT+8,Less than 6 months,I am a foreigner,18-25,I am visiting with friend(s),Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,Did not visit,Did not visit,2nd,Did not visit,4th,1st,3rd,5,5,4,5,4,2,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Off-peak Weekday,A I C D H B C,No,No,4,4,4,4,3,4,Yes,Lunch,4,4,15 to 20 minutes,15 to 20 minutes,3,Less than $20,4,4,4,Good,Yes,"One of the most sought tourist destination for people visiting SIngapore. It is beaultiful and awesome. Heart beating rides will rock you. A bit over priced but being a brand, you can't say much. Overall a good experience. Please keep in mind that you get very limited time to do all the rides so better use time effiiently. Use Universal Stuidos app to manage time efficiently. Must try rides for adults in order of preference : Mummy ride, Transformers, Cyclone, Jurrasic World, Shrek."
2024/10/28 7:21:31 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with my partner,Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,Did not visit,Did not visit,Did not visit,1st,4th,2nd,3rd,4,4,4,4,4,3,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Off-peak Weekday,A E C E I H K B E ,No,No,4,4,4,4,4,4,Yes,Lunch,4,4,15 to 20 minutes,15 to 20 minutes,4,$20 - $40,4,4,4,Neutral,Yes,"We visited Universal as we had a day to spare in Singapore and due to illness didn’t particularly want to go trekking through a forest! The tickets were, in review, reasonably priced for what’s available in the park (maybe slightly expensive). There are enough rides to get your thrills, however quite a lot was closed as they were resetting some for halloween. Still, we had a great day out! Whether it was the reduction in number of rides or the very short queues (in comparison to UK theme parks) but we were pretty much done after about 3/4 hours, but there is more to explore on Sentosa Island, and the park has several shops/restaurants."
2024/10/28 7:22:24 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with family,Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,6th,7th,2nd,5th,4th,1st,3rd,5,5,5,5,1,1,"Free-Fall Towers;Bumper Cars;Harry Potter, Flight of the Hippogriff™",Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A I J B C E D,Yes,No,3,1,3,2,,,Yes,Lunch,5,5,20 to 25 minutes,10 to 15 minutes,2,Less than $20,3,5,5,Good,No,"It is too hot, after it rained, it was very humid, I could not stop sweating. I should have bought a small fan."
2024/10/28 7:26:36 pm GMT+8,Less than 1 year,I am a foreigner,26-35,I am visiting with family,Rides;Water Cooler;Shelter,No,I accompany children aged 12 and below,,,2nd,1st,3rd,7th,6th,4th,5th,5,4,2,5,2,3,Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Weekend,I A B D E C H G K D E J,Yes,Yes,5,5,5,4,4,,Yes,Lunch,4,4,15 to 20 minutes,20 to 25 minutes,2,Less than $20,4,4,2,Good,Yes,
2024/10/28 7:27:37 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,I accompany children aged 12 and below,,,4th,7th,1st,6th,5th,2nd,3rd,5,5,5,5,5,5,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Off-peak Weekday,A I E C K D A B E J,Yes,Yes,5,5,5,5,3,,Yes,Lunch,5,5,10 to 15 minutes,10 to 15 minutes,5,$40 - $60,5,5,5,Love it!,Yes,
2024/10/28 7:30:43 pm GMT+8,Less than 1 month,I am a foreigner,26-35,I am visiting with family,Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,6th,7th,2nd,5th,4th,1st,3rd,5,5,5,5,1,1,"Free-Fall Towers;Shooting Simulators;Harry Potter, Flight of the Hippogriff™",Official USS Website/Ticketing counter,No,No,Off-peak Weekday,A I J B C E D,No,No,3,3,3,1,,,Yes,Lunch,5,5,25 to 30 minutes,15 to 20 minutes,1,$20 - $40,2,4,5,Good,No,"Singapore weather very hot, not much fans available."
2024/10/28 7:42:15 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),Rides;Seating Zone;Shelter,No,None of the above,,,2nd,1st,3rd,7th,6th,4th,5th,4,4,2,5,2,2,Ferris Wheel;Shooting Simulators;Carousel (e.g. Merry-go-round),"Resale (personal blogger, friends, family)",No,No,Weekend,J D I A D E C J H K D E B G ,Yes,Yes,5,4,5,4,,,Yes,Lunch,5,4,15 to 20 minutes,20 to 25 minutes,3,$20 - $40,4,4,3,Good,No,
2024/10/28 7:47:54 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with friend(s),Rides;Restroom / Baby Nursing Room;Restaurants / Food Stops,No,None of the above,,,6th,7th,1st,5th,4th,2nd,3rd,5,4,4,5,3,3,Free-Fall Towers;Shooting Simulators;Hollywood Dream - The Ride,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),A I B J C E D,No,No,3,2,3,1,,,Yes,Lunch,5,5,20 to 25 minutes,20 to 25 minutes,4,$20 - $40,4,4,5,Love it!,Yes,"Compared to other universal studios, I don't have to walk as much. The rides are also equally fun too!"
2024/10/28 7:49:07 pm GMT+8,Less than 5 years,I am a foreigner,26-35,I am visiting with family,"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,4th,7th,3rd,5th,6th,2nd,1st,5,5,5,5,3,3,Free-Fall Towers;Ferris Wheel;Bumper Cars;Shooting Simulators;Carousel (e.g. Merry-go-round),Official USS Website/Ticketing counter,No,No,Off-peak Weekday,B A I E K C G H D,Yes,Yes,5,5,5,5,,,No,,,,,,,,5,5,2,Love it!,Yes,"Being from Australia where we don't have a Universal Studios, I always make sure if any country I am visiting has a Universal Studios to go"
2024/10/28 7:51:38 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,7th,6th,1st,5th,4th,2nd,3rd,5,5,5,5,2,3,Free-Fall Towers;Shooting Simulators;Hollywood Dream - The Ride,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),A I B J C E D,No,No,4,2,5,1,,,Yes,Lunch,5,5,15 to 20 minutes,15 to 20 minutes,3,$20 - $40,2,4,5,Good,No,Singapore is too hot. It was humid in the park.
2024/10/28 7:56:42 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,6th,7th,1st,5th,4th,2nd,3rd,5,5,5,5,3,2,Free-Fall Towers;Shooting Simulators;Hollywood Dream - The Ride,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),A I B J C E D,No,No,3,2,4,1,,,Yes,Lunch,4,4,15 to 20 minutes,15 to 20 minutes,3,$40 - $60,3,3,5,Good,Yes,"The movie themed rides, roller coasters and mascots are fun. The park generally has fewer people compared to other countries."
2024/10/28 8:01:09 pm GMT+8,Less than 6 months,I am a foreigner,26-35,I am visiting with friend(s),"Rides;Restaurants / Food Stops;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,6th,7th,1st,5th,4th,2nd,3rd,5,5,5,5,4,2,Free-Fall Towers;Shooting Simulators;Hollywood Dream - The Ride,Official USS Website/Ticketing counter,No,Yes,Peak Weekday (School Holiday),A I B J C E D,No,No,3,3,4,1,,,Yes,Lunch,4,4,15 to 20 minutes,15 to 20 minutes,4,$40 - $60,2,4,4,Good,Yes,"The Express Pass is god sent, it cut down significantly on wait times. It is also generally cheaper than other universal studios. The waiting area for the rides here also have strong aircon."
2024/10/28 8:06:35 pm GMT+8,Less than 6 months,I am a foreigner,36-59,I am visiting with my partner,"Rides;Shelter;Seasonal attractions (e.g. Horror Night, Parades, Mascots)",No,None of the above,,,6th,7th,3rd,5th,4th,1st,2nd,5,5,5,5,1,1,Free-Fall Towers;Shooting Simulators;Mario Kart,"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Off-peak Weekday,A I B J E D,No,No,4,3,4,1,,,No,,,,,,,,4,4,5,Love it!,No,"Singapore is too humid, it is very hot in the park. Water is expensive."
2024/10/28 8:10:43 pm GMT+8,Less than 1 year,I am a foreigner,36-59,I am visiting with family,Restroom / Baby Nursing Room;Seating Zone;Shelter,No,I accompany children aged 12 and below,,,7th,1st,6th,2nd,3rd,5th,4th,2,2,1,3,1,3,Bumper Cars;Shooting Simulators,"Travel Agency Websites (e.g. Klook, Agoda etc.)",No,No,Public Holiday,J K H D E C B A D I G E D,Yes,No,5,4,4,5,,,Yes,Lunch,5,4,10 to 15 minutes,15 to 20 minutes,2,Less than $20,5,4,4,Good,Yes,
